Match,Team_Name,Match_Result,Player_Name,Hero_Name,Lane,Kill,Death,Assist,Net Worth,Last_Hit,GPM,XPM,DMG,Item1,Time1,Item2,Time2,Item3,Time3,Item4,Time4,Item5,Time5,Item6,Time6
47,PSG.LGD,0,PSG.LGD.Maybe,Storm Spirit,Mid Lane,9,3,7,23.0,371,578,682,44.7,Bottle,2.0,Power Treads,10.0,Kaya,13.0,Black King Bar,28.0,Bloodstone,33.0,Bloodthorn,37.0
47,PSG.LGD,0,PSG.LGD.xNova,Bane,Roaming,1,4,9,3.4,33,223,338,6.8,Boots of Speed,6.0,Observer and Sentry Wards,7.0,Magic Stick,17.0,Quelling Blade,25.0,Force Staff,36.0,,
47,PSG.LGD,0,PSG.LGD.fy,Sand King,Off Lane,1,8,11,8.1,89,245,347,23.9,Tranquil Boots,8.0,Magic Wand,10.0,Blink Dagger,21.0,Eul's Scepter of Divinity,36.0,,,,
47,PSG.LGD,0,PSG.LGD.Chalice,Nature's Prophet,Off Lane,4,5,13,21.6,364,563,541,40.4,Power Treads,5.0,Vladmir's Offering,10.0,Pipe of Insight,18.0,Mjollnir,29.0,Assault Cuirass,36.0,Black King Bar,40.0
48,PSG.LGD,1,PSG.LGD.Ame,Drow Ranger,Off Lane,9,3,14,27.3,480,665,660,34.3,Power Treads,7.0,Hurricane Pike,15.0,Butterfly,23.0,Satanic,32.0,Shadow Blade,36.0,Manta Style,46.0
48,PSG.LGD,1,PSG.LGD.Maybe,Storm Spirit,Mid Lane,9,6,17,25.2,442,609,640,31.3,Power Treads,9.0,Kaya,15.0,Bloodstone,20.0,Black King Bar,25.0,Shiva's Guard,32.0,Scythe of Vyse,48.0
48,PSG.LGD,1,PSG.LGD.xNova,Bane,Jungle,-,9,20,4.4,40,234,461,3.8,Magic Stick,2.0,Smoke of Deceit,2.0,Boots of Speed,15.0,Quelling Blade,32.0,,,,
48,PSG.LGD,1,PSG.LGD.fy,Nyx Assassin,Off Lane,1,7,12,9.3,26,269,438,10.1,Magic Wand,10.0,Tranquil Boots,16.0,Eul's Scepter of Divinity,30.0,Ghost Scepter,36.0,,,,
48,PSG.LGD,1,PSG.LGD.Chalice,Necrophos,Safe Lane,7,9,14,19.5,301,481,561,24.7,Magic Wand,12.0,Wind Lace,21.0,Guardian Greaves,22.0,Force Staff,27.0,Aeon Disk,36.0,Blink Dagger,44.0
49,PSG.LGD,1,PSG.LGD.Ame,Sven,Safe Lane,6,1,11,20.1,353,599,702,22.7,Power Treads,4.0,Magic Wand,6.0,Mask of Madness,11.0,Sange and Yasha,19.0,Black King Bar,26.0,Assault Cuirass,33.0
49,PSG.LGD,1,PSG.LGD.Maybe,Medusa,Mid Lane,5,1,9,22.4,414,659,746,27.4,Phase Boots,10.0,Manta Style,17.0,Eye of Skadi,24.0,Butterfly,30.0,Aegis of the Immortal,33.0,Mask of Madness,34.0
49,PSG.LGD,1,PSG.LGD.xNova,Grimstroke,Safe Lane,4,6,10,5.2,53,284,278,6.9,Smoke of Deceit,3.0,Magic Wand,14.0,Arcane Boots,18.0,Glimmer Cape,30.0,Ghost Scepter,36.0,,
49,PSG.LGD,1,PSG.LGD.fy,Sand King,Off Lane,4,6,12,8.1,77,301,477,14.7,Magic Wand,10.0,Tranquil Boots,15.0,Blink Dagger,21.0,Eul's Scepter of Divinity,29.0,,,,
49,PSG.LGD,1,PSG.LGD.Chalice,Dark Seer,Off Lane,2,2,16,15.4,273,480,574,14.4,Soul Ring,3.0,Helm of the Dominator,11.0,Guardian Greaves,22.0,Crimson Guard,27.0,Hood of Defiance,34.0,Gem of True Sight,36.0
50,PSG.LGD,1,PSG.LGD.Ame,Faceless Void,Safe Lane,7,0,8,17.7,239,654,693,10.0,Power Treads,5.0,Mask of Madness,9.0,Aegis of the Immortal,16.0,Mjollnir,17.0,Black King Bar,22.0,Ultimate Orb,25.0
50,PSG.LGD,1,PSG.LGD.Maybe,Storm Spirit,Mid Lane,8,2,18,14.4,212,581,713,17.8,Magic Wand,7.0,Power Treads,9.0,Kaya,12.0,Bloodstone,20.0,Orchid Malevolence,26.0,,
50,PSG.LGD,1,PSG.LGD.xNova,Witch Doctor,Jungle,9,2,11,5.7,33,349,376,5.5,Observer and Sentry Wards,0.0,Magic Stick,1.0,Smoke of Deceit,3.0,Arcane Boots,11.0,Glimmer Cape,21.0,Gem of True Sight,24.0
50,PSG.LGD,1,PSG.LGD.fy,Pangolier,Off Lane,7,1,13,11.7,113,452,607,16.5,Magic Stick,0.0,Javelin,6.0,Blink Dagger,17.0,Guardian Greaves,24.0,Void Stone,24.0,,
50,PSG.LGD,1,PSG.LGD.Chalice,Nature's Prophet,Off Lane,2,5,22,10.7,158,459,439,15.3,Magic Wand,4.0,Power Treads,7.0,Spirit Vessel,13.0,Vladmir's Offering,18.0,Pipe of Insight,25.0,,
1,Evil Geniuses,0,EG.Arteezy,Juggernaut,Off Lane,9,2,15,39.3,579,704,650,44.2,Mjollnir,24.0,Butterfly,31.0,Skull Basher,40.0,Boots of Travel,42.0,Battle Fury,45.0,Monkey King Bar,50.0
1,Evil Geniuses,0,EG.Suma1L,Alchemist,Mid Lane,14,4,11,35.0,646,1.1k,679,41.1,Radiance,11.0,Blink Dagger,14.0,Assault Cuirass,43.0,Monkey King Bar,43.0,Black King Bar,47.0,Mjollnir,50.0
1,Evil Geniuses,0,EG.Fly,Oracle,Off Lane,2,9,19,6.6,42,269,465,10.5,Observer and Sentry Wards,8.0,Magic Wand,15.0,Quelling Blade,27.0,Force Staff,29.0,Tranquil Boots,35.0,Ghost Scepter,41.0
1,Evil Geniuses,0,EG.s4,Batrider,Safe Lane,2,7,22,11.6,148,296,461,15.7,Magic Stick,2.0,Boots of Travel,12.0,Blink Dagger,19.0,Force Staff,30.0,Eul's Scepter of Divinity,42.0,,
1,Evil Geniuses,0,EG.Cr1t-,Tusk,Off Lane,5,8,20,12.3,65,311,431,15.8,Medallion of Courage,11.0,Vladmir's Offering,22.0,Force Staff,29.0,Tranquil Boots,29.0,Blink Dagger,40.0,Ghost Scepter,48.0
2,Evil Geniuses,0,EG.Arteezy,Lifestealer,Off Lane,8,5,7,18.4,317,595,670,31.3,Phase Boots,8.0,Radiance,20.0,Armlet of Mordiggian,22.0,Assault Cuirass,27.0,Skull Basher,37.0,,
2,Evil Geniuses,0,EG.Suma1L,Storm Spirit,Mid Lane,2,8,7,15.1,316,478,615,13.9,Bottle,5.0,Power Treads,8.0,Kaya,15.0,Eul's Scepter of Divinity,20.0,Point Booster,24.0,Aghanim's Scepter,27.0
2,Evil Geniuses,0,EG.Fly,Warlock,Roaming,4,5,9,5.7,57,284,418,14.8,Observer and Sentry Wards,0.0,Boots of Speed,4.0,Tome of Knowledge,10.0,Magic Wand,12.0,Force Staff,21.0,Ghost Scepter,41.0
2,Evil Geniuses,0,EG.s4,Mars,Safe Lane,1,12,11,8.9,132,312,393,17.3,Phase Boots,6.0,Soul Ring,7.0,Blink Dagger,13.0,Vladmir's Offering,20.0,Magic Wand,24.0,Ogre Axe,28.0
2,Evil Geniuses,0,EG.Cr1t-,Tusk,Off Lane,2,14,8,7.5,30,253,286,10.3,Phase Boots,13.0,Magic Wand,18.0,Dust of Appearance,19.0,Medallion of Courage,21.0,Blink Dagger,27.0,,
3,Evil Geniuses,0,EG.Arteezy,Terrorblade,Off Lane,-,5,6,13.7,299,548,494,9.7,Wraith Band,5.0,Power Treads,6.0,Magic Wand,6.0,Drum of Endurance,9.0,Manta Style,18.0,Black King Bar,24.0
3,Evil Geniuses,0,EG.Suma1L,Clinkz,Mid Lane,4,5,3,9.7,141,373,355,15.1,Wraith Band,1.0,Wraith Band,4.0,Blight Stone,6.0,Power Treads,12.0,Aghanim's Scepter,26.0,Yasha,28.0
3,Evil Geniuses,0,EG.Fly,Abaddon,Roaming,2,5,8,2.9,49,226,242,6.7,Smoke of Deceit,4.0,Observer and Sentry Wards,6.0,Tranquil Boots,13.0,Quelling Blade,14.0,Magic Wand,15.0,,
3,Evil Geniuses,0,EG.s4,Sand King,Safe Lane,2,9,5,8.6,139,377,492,18.3,Quelling Blade,0.0,Magic Stick,2.0,Power Treads,8.0,Blink Dagger,13.0,Solar Crest,27.0,,
3,Evil Geniuses,0,EG.Cr1t-,Shadow Shaman,Off Lane,2,9,6,5.5,52,249,390,5.3,Smoke of Deceit,4.0,Wind Lace,5.0,Magic Wand,12.0,Aether Lens,18.0,Tranquil Boots,22.0,,
4,Evil Geniuses,0,EG.Arteezy,Wraith King,Safe Lane,1,9,6,12.5,221,440,382,14.7,Quelling Blade,0.0,Magic Wand,5.0,Phase Boots,5.0,Hand of Midas,11.0,Radiance,23.0,Blade Mail,28.0
4,Evil Geniuses,0,EG.Suma1L,Storm Spirit,Mid Lane,4,7,3,12.8,262,492,658,10.6,Bottle,3.0,Magic Wand,5.0,Power Treads,9.0,Kaya,14.0,Eul's Scepter of Divinity,19.0,Bloodstone,27.0
4,Evil Geniuses,0,EG.Fly,Ancient Apparition,Safe Lane,1,10,8,3.5,17,213,240,7.3,Smoke of Deceit,4.0,Magic Stick,5.0,Observer and Sentry Wards,6.0,Arcane Boots,18.0,,,,
4,Evil Geniuses,0,EG.s4,Dark Seer,Off Lane,-,8,4,7.3,125,283,333,7.3,Soul Ring,2.0,Arcane Boots,12.0,Magic Stick,14.0,Pipe of Insight,18.0,Buckler,25.0,,
4,Evil Geniuses,0,EG.Cr1t-,Tiny,Safe Lane,2,7,2,8.2,107,279,348,7.2,Phase Boots,7.0,Dust of Appearance,10.0,Soul Ring,13.0,Blink Dagger,20.0,Magic Wand,21.0,Echo Sabre,29.0
5,Evil Geniuses,0,EG.Arteezy,Lifestealer,Safe Lane,4,8,8,12.7,183,472,479,17.9,Phase Boots,6.0,Hand of Midas,10.0,Magic Wand,14.0,Armlet of Mordiggian,16.0,Desolator,21.0,Platemail,25.0
5,Evil Geniuses,0,EG.Suma1L,Queen of Pain,Mid Lane,4,5,3,11.0,204,429,471,19.3,Null Talisman,2.0,Bottle,6.0,Magic Wand,9.0,Power Treads,11.0,Eul's Scepter of Divinity,17.0,Linken's Sphere,28.0
5,Evil Geniuses,0,EG.Fly,Grimstroke,Safe Lane,1,5,10,4.7,44,258,289,15.5,Smoke of Deceit,4.0,Observer and Sentry Wards,8.0,Magic Wand,14.0,Aether Lens,25.0,Tranquil Boots,27.0,,
5,Evil Geniuses,0,EG.s4,Batrider,Off Lane,2,7,7,7.5,87,288,354,14.0,Bottle,4.0,Wind Lace,6.0,Boots of Travel,14.0,Magic Wand,17.0,Blink Dagger,22.0,Crown,27.0
5,Evil Geniuses,0,EG.Cr1t-,Spirit Breaker,Safe Lane,2,7,8,4.5,18,178,257,7.1,Boots of Speed,2.0,Smoke of Deceit,4.0,Wind Lace,14.0,Magic Wand,15.0,Spirit Vessel,26.0,,
6,Evil Geniuses,1,EG.Arteezy,Sven,Safe Lane,9,0,11,26.8,393,722,803,29.9,Phase Boots,4.0,Echo Sabre,15.0,Black King Bar,20.0,Blink Dagger,22.0,Bloodthorn,31.0,Assault Cuirass,36.0
6,Evil Geniuses,1,EG.Suma1L,Morphling,Mid Lane,8,2,10,18.7,334,536,563,26.1,Power Treads,8.0,Morbid Mask,10.0,Manta Style,20.0,Eye of Skadi,31.0,Aegis of the Immortal,33.0,Monkey King Bar,37.0
6,Evil Geniuses,1,EG.Fly,Grimstroke,Safe Lane,5,4,17,9.8,78,364,399,9.7,Magic Wand,11.0,Aether Lens,18.0,Tranquil Boots,22.0,Glimmer Cape,31.0,,,,
6,Evil Geniuses,1,EG.s4,Dark Seer,Jungle,6,3,20,15.2,216,416,470,15.4,Soul Ring,5.0,Pipe of Insight,13.0,Magic Wand,18.0,Guardian Greaves,28.0,Blink Dagger,33.0,,
6,Evil Geniuses,1,EG.Cr1t-,Clockwerk,Safe Lane,4,7,22,9.7,78,301,456,23.0,Tranquil Boots,7.0,Spirit Vessel,19.0,Magic Wand,22.0,Dust of Appearance,31.0,Crimson Guard,36.0,,
7,Evil Geniuses,1,EG.Arteezy,Sven,Off Lane,9,1,10,17.8,278,778,762,16.1,Phase Boots,5.0,Hand of Midas,10.0,Echo Sabre,14.0,Black King Bar,18.0,Blink Dagger,20.0,Butterfly,24.0
7,Evil Geniuses,1,EG.Suma1L,Morphling,Mid Lane,6,2,11,13.1,183,594,599,11.7,Wraith Band,1.0,Wraith Band,3.0,Bottle,4.0,Power Treads,9.0,Yasha,12.0,Aghanim's Scepter,20.0
7,Evil Geniuses,1,EG.Fly,Shadow Shaman,Off Lane,1,0,17,6.1,23,318,486,6.4,Observer and Sentry Wards,8.0,Wind Lace,8.0,Smoke of Deceit,9.0,Arcane Boots,14.0,Magic Wand,16.0,Aether Lens,20.0
7,Evil Geniuses,1,EG.s4,Omniknight,Safe Lane,1,3,21,9.8,100,427,508,5.2,Phase Boots,5.0,Magic Stick,7.0,Soul Ring,9.0,Vladmir's Offering,14.0,Pipe of Insight,21.0,Medallion of Courage,23.0
7,Evil Geniuses,1,EG.Cr1t-,Tiny,Safe Lane,11,5,15,9.1,45,415,516,18.5,Phase Boots,8.0,Soul Ring,10.0,Blink Dagger,16.0,Magic Wand,18.0,Echo Sabre,23.0,,
8,Evil Geniuses,1,EG.Arteezy,Lifestealer,Safe Lane,13,1,9,24.1,274,747,791,29.7,Phase Boots,4.0,Hand of Midas,9.0,Radiance,17.0,Armlet of Mordiggian,21.0,Heart of Tarrasque,26.0,Assault Cuirass,31.0
8,Evil Geniuses,1,EG.Suma1L,Lina,Mid Lane,9,3,8,19.2,316,630,810,18.3,Eul's Scepter of Divinity,11.0,Aether Lens,16.0,Boots of Travel,19.0,Blink Dagger,22.0,Daedalus,28.0,Dragon Lance,30.0
8,Evil Geniuses,1,EG.Fly,Warlock,Safe Lane,2,3,18,6.4,53,305,423,7.3,Observer and Sentry Wards,4.0,Boots of Speed,6.0,Smoke of Deceit,11.0,Magic Wand,16.0,Glimmer Cape,23.0,,
8,Evil Geniuses,1,EG.s4,Dark Seer,Off Lane,1,6,19,12.6,160,418,544,9.0,Soul Ring,4.0,Magic Wand,16.0,Pipe of Insight,20.0,Guardian Greaves,30.0,,,,
8,Evil Geniuses,1,EG.Cr1t-,Earth Spirit,Mid Lane,3,3,18,8.4,34,293,507,9.9,Spirit Vessel,21.0,Magic Wand,23.0,Arcane Boots,28.0,,,,,,
9,Evil Geniuses,0,EG.Arteezy,Spectre,Off Lane,2,4,12,18.4,328,521,572,24.0,Soul Ring,6.0,Magic Wand,7.0,Phase Boots,9.0,Radiance,19.0,Manta Style,27.0,Talisman of Evasion,30.0
9,Evil Geniuses,0,EG.Suma1L,Death Prophet,Roaming,4,4,9,16.4,265,464,460,15.2,Null Talisman,1.0,Phase Boots,5.0,Eul's Scepter of Divinity,10.0,Aghanim's Scepter,24.0,Black King Bar,29.0,Blink Dagger,37.0
9,Evil Geniuses,0,EG.Fly,Warlock,Off Lane,4,8,10,4.9,59,272,319,17.5,Observer Ward,0.0,Boots of Speed,9.0,Magic Wand,13.0,Hand of Midas,24.0,Point Booster,35.0,,
9,Evil Geniuses,0,EG.s4,Doom,Safe Lane,6,8,9,12.9,120,404,368,12.4,Phase Boots,6.0,Drum of Endurance,11.0,Magic Wand,11.0,Blink Dagger,19.0,Black King Bar,28.0,Platemail,34.0
9,Evil Geniuses,0,EG.Cr1t-,Mars,Roaming,3,6,9,7.8,101,272,361,8.1,Phase Boots,8.0,Magic Wand,12.0,Medallion of Courage,16.0,Vladmir's Offering,23.0,Vanguard,32.0,,
10,Evil Geniuses,1,EG.Arteezy,Spectre,Safe Lane,11,2,11,19.0,324,723,805,21.0,Soul Ring,5.0,Magic Wand,5.0,Phase Boots,10.0,Radiance,18.0,Manta Style,24.0,Butterfly,29.0
10,Evil Geniuses,1,EG.Suma1L,Storm Spirit,Mid Lane,11,2,14,15.1,285,623,676,18.0,Power Treads,7.0,Kaya,13.0,Eul's Scepter of Divinity,17.0,Orchid Malevolence,23.0,Aegis of the Immortal,28.0,Aghanim's Scepter,30.0
10,Evil Geniuses,1,EG.Fly,Ancient Apparition,Safe Lane,4,1,20,6.7,31,318,397,7.3,Observer and Sentry Wards,0.0,Smoke of Deceit,3.0,Arcane Boots,11.0,Magic Wand,14.0,Mekansm,23.0,Ghost Scepter,27.0
10,Evil Geniuses,1,EG.s4,Batrider,Off Lane,2,1,16,12.0,135,417,545,6.8,Bottle,4.0,Boots of Travel,10.0,Blink Dagger,15.0,Magic Wand,16.0,Drum of Endurance,21.0,Platemail,25.0
10,Evil Geniuses,1,EG.Cr1t-,Mars,Off Lane,4,0,17,10.8,100,397,576,6.9,Phase Boots,9.0,Magic Wand,12.0,Medallion of Courage,15.0,Vladmir's Offering,21.0,Crimson Guard,26.0,Blight Stone,27.0
11,Evil Geniuses,0,EG.Arteezy,Lifestealer,Off Lane,6,3,4,24.9,405,670,689,19.2,Phase Boots,4.0,Radiance,16.0,Armlet of Mordiggian,19.0,Desolator,23.0,Assault Cuirass,28.0,Abyssal Blade,35.0
11,Evil Geniuses,0,EG.Suma1L,Leshrac,Mid Lane,7,5,9,19.6,362,539,536,22.2,Bottle,4.0,Kaya,12.0,Black King Bar,19.0,Blink Dagger,23.0,Boots of Travel,27.0,Scythe of Vyse,34.0
11,Evil Geniuses,0,EG.Fly,Ogre Magi,Jungle,-,7,11,5.4,27,232,264,5.8,Sentry Ward,0.0,Magic Wand,13.0,Dust of Appearance,16.0,Quelling Blade,24.0,Glimmer Cape,29.0,Tranquil Boots,35.0
11,Evil Geniuses,0,EG.s4,Centaur Warrunner,Safe Lane,2,7,10,14.5,272,411,481,9.3,Magic Stick,1.0,Blink Dagger,15.0,Pipe of Insight,19.0,Aghanim's Scepter,30.0,Boots of Travel,38.0,,
11,Evil Geniuses,0,EG.Cr1t-,Io,Off Lane,3,6,12,9.2,100,306,549,10.1,Bottle,4.0,Urn of Shadows,8.0,Magic Wand,10.0,Mekansm,25.0,Glimmer Cape,33.0,Force Staff,37.0
12,Evil Geniuses,1,EG.Arteezy,Sven,Off Lane,8,1,15,22.7,344,722,772,19.0,Phase Boots,7.0,Echo Sabre,17.0,Black King Bar,22.0,Blink Dagger,24.0,Assault Cuirass,30.0,Daedalus,34.0
12,Evil Geniuses,1,EG.Suma1L,Leshrac,Mid Lane,13,3,11,18.7,284,602,647,29.1,Eul's Scepter of Divinity,12.0,Kaya,16.0,Octarine Core,25.0,Boots of Travel,28.0,Blink Dagger,30.0,Ogre Axe,32.0
12,Evil Geniuses,1,EG.Fly,Chen,Off Lane,1,3,18,7.5,81,317,462,6.2,Observer and Sentry Wards,0.0,Smoke of Deceit,3.0,Magic Wand,10.0,Dust of Appearance,27.0,Guardian Greaves,31.0,,
12,Evil Geniuses,1,EG.s4,Doom,Safe Lane,5,2,15,17.9,167,561,713,20.7,Phase Boots,5.0,Drum of Endurance,9.0,Blink Dagger,15.0,Black King Bar,24.0,Shiva's Guard,31.0,,
12,Evil Geniuses,1,EG.Cr1t-,Grimstroke,Roaming,2,3,18,11.0,92,375,488,13.6,Clarity,5.0,Magic Wand,8.0,Spirit Vessel,20.0,Aether Lens,26.0,Tranquil Boots,26.0,Force Staff,31.0
13,Evil Geniuses,0,EG.Arteezy,Arc Warden,Off Lane,9,4,11,36.6,551,844,686,57.0,Mjollnir,18.0,Scythe of Vyse,29.0,Ethereal Blade,37.0,Hurricane Pike,39.0,Eye of Skadi,42.0,Boots of Travel,49.0
13,Evil Geniuses,0,EG.Suma1L,Templar Assassin,Mid Lane,12,5,9,27.7,495,674,729,36.7,Desolator,16.0,Black King Bar,23.0,Hurricane Pike,25.0,Bloodthorn,36.0,Boots of Travel,43.0,Nullifier,48.0
13,Evil Geniuses,0,EG.Fly,Bane,Off Lane,-,13,13,4.1,30,207,304,5.9,Observer and Sentry Wards,0.0,Magic Wand,9.0,Bracer,13.0,Bracer,21.0,Tranquil Boots,48.0,,
13,Evil Geniuses,0,EG.s4,Tidehunter,Safe Lane,3,14,12,12.8,177,322,452,12.2,Magic Wand,3.0,Phase Boots,13.0,Pipe of Insight,25.0,Vladmir's Offering,26.0,Force Staff,40.0,Blink Dagger,48.0
13,Evil Geniuses,0,EG.Cr1t-,Enigma,Roaming,3,11,10,16.9,278,453,506,33.3,Helm of the Dominator,7.0,Tome of Knowledge,10.0,Magic Stick,10.0,Guardian Greaves,25.0,Blink Dagger,34.0,Black King Bar,43.0
14,Evil Geniuses,1,EG.Arteezy,Naga Siren,Safe Lane,8,1,6,30.7,620,865,656,24.0,Power Treads,8.0,Manta Style,15.0,Diffusal Blade,19.0,Butterfly,23.0,Heart of Tarrasque,28.0,Bloodthorn,37.0
14,Evil Geniuses,1,EG.Suma1L,Leshrac,Mid Lane,9,2,9,25.5,449,685,787,26.9,Eul's Scepter of Divinity,13.0,Boots of Travel,17.0,Yasha and Kaya,25.0,Black King Bar,29.0,Shiva's Guard,33.0,,
14,Evil Geniuses,1,EG.Fly,Abaddon,Off Lane,3,5,16,9.1,67,324,620,7.8,Sentry Ward,0.0,Quelling Blade,8.0,Tranquil Boots,13.0,Magic Wand,16.0,Gem of True Sight,24.0,Aether Lens,25.0
14,Evil Geniuses,1,EG.s4,Mars,Off Lane,9,4,13,17.5,201,479,620,15.5,Soul Ring,6.0,Phase Boots,10.0,Pipe of Insight,16.0,Blink Dagger,20.0,Vladmir's Offering,26.0,Aghanim's Scepter,32.0
14,Evil Geniuses,1,EG.Cr1t-,Shadow Shaman,Off Lane,3,6,13,10.7,86,331,527,8.0,Magic Stick,0.0,Aether Lens,15.0,Tranquil Boots,20.0,Black King Bar,30.0,,,,
15,Evil Geniuses,1,EG.Arteezy,Lifestealer,Safe Lane,5,1,15,27.3,389,719,775,23.2,Phase Boots,5.0,Hand of Midas,10.0,Radiance,18.0,Armlet of Mordiggian,21.0,Assault Cuirass,28.0,Abyssal Blade,35.0
15,Evil Geniuses,1,EG.Suma1L,Leshrac,Mid Lane,12,4,8,22.1,439,706,740,29.7,Eul's Scepter of Divinity,13.0,Yasha and Kaya,21.0,Boots of Travel,23.0,Ghost Scepter,27.0,Octarine Core,32.0,Blink Dagger,37.0
15,Evil Geniuses,1,EG.Fly,Shadow Demon,Roaming,1,3,15,5.3,50,244,416,5.0,Observer and Sentry Wards,0.0,Smoke of Deceit,5.0,Magic Wand,14.0,Tranquil Boots,15.0,Aether Lens,31.0,,
15,Evil Geniuses,1,EG.s4,Dark Seer,Off Lane,4,5,17,15.7,198,419,520,11.0,Soul Ring,4.0,Magic Stick,12.0,Guardian Greaves,19.0,Force Staff,24.0,Lotus Orb,37.0,,
15,Evil Geniuses,1,EG.Cr1t-,Spirit Breaker,Roaming,1,6,17,8.7,40,263,489,10.1,Magic Wand,12.0,Bracer,14.0,Power Treads,20.0,Blade Mail,24.0,Medallion of Courage,27.0,Gem of True Sight,36.0
16,Evil Geniuses,1,EG.Arteezy,Juggernaut,Safe Lane,10,2,10,34.6,421,705,694,26.8,Phase Boots,5.0,Drum of Endurance,9.0,Manta Style,21.0,Eye of Skadi,27.0,Mjollnir,35.0,Butterfly,40.0
16,Evil Geniuses,1,EG.Suma1L,Alchemist,Mid Lane,12,1,17,31.0,606,1.2k,749,44.0,Radiance,12.0,Blink Dagger,13.0,Manta Style,17.0,Octarine Core,20.0,Shiva's Guard,24.0,Boots of Travel,45.0
16,Evil Geniuses,1,EG.Fly,Abaddon,Safe Lane,-,6,21,12.4,50,268,439,8.5,Observer and Sentry Wards,4.0,Tranquil Boots,12.0,Aether Lens,35.0,Arcane Boots,38.0,Vladmir's Offering,40.0,Gem of True Sight,46.0
16,Evil Geniuses,1,EG.s4,Doom,Off Lane,8,1,17,26.8,179,529,604,19.8,Phase Boots,6.0,Drum of Endurance,13.0,Blink Dagger,17.0,Black King Bar,27.0,Shiva's Guard,37.0,Refresher Orb,45.0
16,Evil Geniuses,1,EG.Cr1t-,Shadow Shaman,Off Lane,1,7,21,16.8,120,361,609,14.6,Arcane Boots,8.0,Dust of Appearance,15.0,Aether Lens,19.0,Blink Dagger,27.0,Magic Wand,29.0,Refresher Orb,45.0
17,Evil Geniuses,1,EG.Arteezy,Lifestealer,Off Lane,10,5,10,32.2,516,711,712,40.8,Radiance,20.0,Desolator,25.0,Assault Cuirass,31.0,Linken's Sphere,41.0,Abyssal Blade,51.0,,
17,Evil Geniuses,1,EG.Suma1L,Queen of Pain,Mid Lane,7,4,15,28.4,594,703,659,54.7,Eul's Scepter of Divinity,20.0,Power Treads,27.0,Mjollnir,31.0,Eye of Skadi,36.0,Bloodthorn,48.0,Nullifier,54.0
17,Evil Geniuses,1,EG.Fly,Disruptor,Mid Lane,3,8,18,11.1,91,327,455,11.7,Observer Ward,1.0,Magic Wand,12.0,Tranquil Boots,15.0,Aghanim's Scepter,44.0,Force Staff,53.0,,
17,Evil Geniuses,1,EG.s4,Dark Seer,Jungle,4,8,18,14.1,265,381,489,23.1,Soul Ring,4.0,Pipe of Insight,15.0,Magic Wand,15.0,Guardian Greaves,29.0,Blink Dagger,54.0,,
17,Evil Geniuses,1,EG.Cr1t-,Nyx Assassin,Off Lane,1,9,15,11.5,57,300,494,12.6,Magic Wand,15.0,Spirit Vessel,25.0,Ghost Scepter,29.0,Blink Dagger,43.0,Tranquil Boots,47.0,Force Staff,53.0
18,Evil Geniuses,0,EG.Arteezy,Lifestealer,Off Lane,8,4,6,26.0,444,605,668,34.2,Phase Boots,10.0,Radiance,17.0,Heaven's Halberd,22.0,Blink Dagger,29.0,Abyssal Blade,36.0,Assault Cuirass,45.0
18,Evil Geniuses,0,EG.Suma1L,Shadow Fiend,Mid Lane,3,7,9,20.5,544,541,543,16.4,Boots of Speed,4.0,Eul's Scepter of Divinity,11.0,Blink Dagger,16.0,Black King Bar,24.0,Ethereal Blade,33.0,Scythe of Vyse,41.0
18,Evil Geniuses,0,EG.Fly,Visage,Safe Lane,1,10,9,5.9,91,223,297,8.8,Boots of Speed,6.0,Smoke of Deceit,7.0,Magic Wand,9.0,Observer and Sentry Wards,12.0,Pipe of Insight,24.0,Medallion of Courage,42.0
18,Evil Geniuses,0,EG.s4,Puck,Safe Lane,5,4,8,17.2,326,457,568,15.7,Veil of Discord,9.0,Magic Wand,11.0,Blink Dagger,16.0,Eul's Scepter of Divinity,23.0,Aghanim's Scepter,31.0,Boots of Travel,36.0
18,Evil Geniuses,0,EG.Cr1t-,Earthshaker,Roaming,-,7,10,8.9,88,244,371,9.6,Arcane Boots,6.0,Blink Dagger,17.0,Magic Wand,19.0,Dust of Appearance,22.0,Force Staff,28.0,Observer Ward,44.0
19,Evil Geniuses,0,EG.Arteezy,Riki,Mid Lane,5,10,13,10.1,138,394,468,23.6,Wraith Band,2.0,Wraith Band,4.0,Power Treads,10.0,Diffusal Blade,19.0,Echo Sabre,22.0,,
19,Evil Geniuses,0,EG.Suma1L,Phantom Lancer,Safe Lane,19,4,4,20.6,320,699,653,28.1,Power Treads,5.0,Magic Wand,8.0,Diffusal Blade,14.0,Manta Style,16.0,Heart of Tarrasque,22.0,Butterfly,32.0
19,Evil Geniuses,0,EG.Fly,Crystal Maiden,Mid Lane,3,12,20,5.1,56,333,334,17.7,Observer and Sentry Wards,5.0,Tranquil Boots,5.0,Magic Wand,10.0,Smoke of Deceit,10.0,Wind Lace,10.0,Force Staff,30.0
19,Evil Geniuses,0,EG.s4,Magnus,Off Lane,7,7,14,8.8,88,345,471,9.8,Quelling Blade,0.0,Magic Wand,9.0,Blink Dagger,23.0,Guardian Greaves,27.0,,,,
19,Evil Geniuses,0,EG.Cr1t-,Treant Protector,Safe Lane,2,10,17,5.9,21,243,333,7.2,Iron Branch,3.0,Boots of Speed,4.0,Dust of Appearance,13.0,Quelling Blade,14.0,Meteor Hammer,24.0,,
