Match,Team_Name,Match_Result,Player_Name,Hero_Name,Lane,Kill,Death,Assist,Net Worth,Last_Hit,GPM,XPM,DMG,Item1,Time1,Item2,Time2,Item3,Time3,Item4,Time4,Item5,Time5,Item6,Time6
24,Team Secret,1,Secret.YapzOr,Enigma,Roaming,7,2,17,15.4,195,494,594,13.0,Smoke of Deceit,10.0,Guardian Greaves,16.0,Blink Dagger,21.0,Octarine Core,30.0,,,,
24,Team Secret,1,Secret.zai,Tidehunter,Safe Lane,6,1,18,13.9,184,472,769,15.8,Magic Stick,5.0,Arcane Boots,7.0,Vladmir's Offering,12.0,Hood of Defiance,15.0,Solar Crest,23.0,Force Staff,28.0
24,Team Secret,1,Secret.MidOne,Lone Druid,Mid Lane,7,1,19,20.2,241,627,766,21.1,Boots of Speed,5.0,Clarity,11.0,,,,,,,,
25,Team Secret,1,Secret.Puppey,Ogre Magi,Roaming,5,9,31,10.9,29,363,547,16.6,Sentry Ward,4.0,Tranquil Boots,10.0,Glimmer Cape,36.0,Platemail,45.0,Aether Lens,45.0,Gem of True Sight,50.0
25,Team Secret,1,Secret.Nisha,Riki,Safe Lane,23,7,21,33.0,292,615,701,64.4,Power Treads,8.0,Diffusal Blade,15.0,Manta Style,24.0,Nullifier,32.0,Black King Bar,38.0,Skull Basher,44.0
25,Team Secret,1,Secret.YapzOr,Crystal Maiden,Off Lane,7,9,34,25.7,179,556,671,34.4,Tranquil Boots,4.0,Drum of Endurance,13.0,Blink Dagger,17.0,Black King Bar,30.0,Aghanim's Scepter,38.0,Linken's Sphere,45.0
25,Team Secret,1,Secret.zai,Mars,Off Lane,5,12,27,15.0,186,415,578,27.5,Phase Boots,10.0,Blink Dagger,16.0,Black King Bar,30.0,Healing Salve,35.0,Solar Crest,36.0,Platemail,45.0
25,Team Secret,1,Secret.MidOne,Shadow Fiend,Mid Lane,24,3,20,36.1,532,800,882,43.6,Eul's Scepter of Divinity,9.0,Blink Dagger,13.0,Black King Bar,18.0,Scythe of Vyse,28.0,Abyssal Blade,36.0,Refresher Orb,48.0
26,Team Secret,1,Secret.Puppey,Spirit Breaker,Mid Lane,2,10,29,19.1,125,315,438,23.4,Magic Wand,11.0,Tranquil Boots,14.0,Blade Mail,29.0,Gem of True Sight,30.0,Black King Bar,55.0,Lotus Orb,74.0
26,Team Secret,1,Secret.YapzOr,Io,Safe Lane,8,3,24,43.7,221,476,594,28.6,Aeon Disk,28.0,Heart of Tarrasque,48.0,Mjollnir,59.0,Desolator,68.0,Divine Rapier,74.0,Hurricane Pike,78.0
26,Team Secret,1,Secret.Nisha,Spectre,Safe Lane,5,9,28,51.0,888,652,680,69.6,Radiance,21.0,Manta Style,30.0,Heart of Tarrasque,34.0,Nullifier,45.0,Butterfly,53.0,Abyssal Blade,74.0
26,Team Secret,1,Secret.zai,Dark Seer,Jungle,10,8,26,36.1,662,593,522,34.1,Guardian Greaves,30.0,Black King Bar,41.0,Lotus Orb,45.0,Scythe of Vyse,55.0,Blink Dagger,72.0,,
26,Team Secret,1,Secret.MidOne,Templar Assassin,Mid Lane,16,5,11,53.7,879,713,631,59.5,Black King Bar,19.0,Daedalus,28.0,Hurricane Pike,34.0,Butterfly,44.0,Divine Rapier,52.0,Silver Edge,67.0
27,Team Secret,0,Secret.Puppey,Lion,Off Lane,4,14,31,5.8,29,275,348,11.3,Wind Lace,4.0,Tranquil Boots,11.0,Magic Wand,15.0,Smoke of Deceit,16.0,Bracer,20.0,,
27,Team Secret,0,Secret.YapzOr,Tiny,Off Lane,16,8,23,12.1,92,377,596,27.4,Soul Ring,5.0,Tranquil Boots,8.0,Blink Dagger,16.0,Ogre Axe,19.0,Echo Sabre,27.0,Crystalys,28.0
27,Team Secret,0,Secret.Nisha,Troll Warlord,Off Lane,10,2,17,21.7,337,536,618,28.2,Wraith Band,3.0,Phase Boots,9.0,Manta Style,17.0,Black King Bar,24.0,Skull Basher,31.0,Monkey King Bar,37.0
27,Team Secret,0,Secret.zai,Pangolier,Safe Lane,6,9,21,12.2,206,377,478,32.9,Boots of Speed,3.0,Bottle,9.0,Magic Wand,11.0,Maelstrom,15.0,Aghanim's Scepter,23.0,Ultimate Orb,40.0
27,Team Secret,0,Secret.MidOne,Monkey King,Mid Lane,9,6,17,18.5,286,510,737,32.6,Phase Boots,8.0,Magic Wand,10.0,Echo Sabre,17.0,Maelstrom,21.0,Black King Bar,29.0,Daedalus,38.0
28,Team Secret,1,Secret.Puppey,Ogre Magi,Off Lane,2,3,10,2.9,18,244,313,7.3,Observer and Sentry Wards,7.0,Arcane Boots,15.0,Magic Wand,18.0,,,,,,
28,Team Secret,1,Secret.Nisha,Gyrocopter,Safe Lane,6,1,7,10.2,142,507,488,11.7,Wraith Band,5.0,Wraith Band,5.0,Phase Boots,8.0,Magic Wand,9.0,Sange and Yasha,14.0,Dragon Lance,19.0
28,Team Secret,1,Secret.YapzOr,Io,Safe Lane,-,1,16,4.9,33,253,413,5.8,Bottle,2.0,Urn of Shadows,9.0,Magic Stick,12.0,Glimmer Cape,16.0,Boots of Speed,19.0,,
28,Team Secret,1,Secret.zai,Pugna,Off Lane,3,0,9,8.5,112,445,423,10.3,Magic Wand,3.0,Aether Lens,11.0,Wind Lace,16.0,Veil of Discord,16.0,Boots of Travel,18.0,,
28,Team Secret,1,Secret.MidOne,Ember Spirit,Mid Lane,10,0,6,8.5,87,457,515,19.9,Bottle,2.0,Magic Wand,6.0,Phase Boots,8.0,Wraith Band,10.0,Maelstrom,14.0,Void Stone,18.0
29,Team Secret,1,Secret.Puppey,Lion,Off Lane,4,2,12,4.9,25,270,336,8.1,Observer and Sentry Wards,0.0,Wind Lace,6.0,Tranquil Boots,9.0,Magic Wand,12.0,Aether Lens,26.0,,
29,Team Secret,1,Secret.Nisha,Sven,Off Lane,7,1,10,16.1,292,613,685,14.2,Power Treads,5.0,Hand of Midas,11.0,Echo Sabre,15.0,Blink Dagger,22.0,Black King Bar,23.0,Crystalys,26.0
29,Team Secret,1,Secret.YapzOr,Enigma,Roaming,3,0,18,11.7,176,441,513,6.9,Smoke of Deceit,6.0,Guardian Greaves,16.0,Blink Dagger,21.0,Sentry Ward,22.0,Point Booster,23.0,Vitality Booster,24.0
29,Team Secret,1,Secret.zai,Tidehunter,Safe Lane,1,1,18,9.7,160,392,532,10.1,Quelling Blade,1.0,Phase Boots,11.0,Vladmir's Offering,15.0,Magic Wand,20.0,Pipe of Insight,20.0,Blink Dagger,26.0
29,Team Secret,1,Secret.MidOne,Ember Spirit,Mid Lane,12,1,10,12.7,186,510,655,30.8,,,,,,,,,,,,
30,Team Secret,1,Secret.Puppey,Lion,Safe Lane,-,6,20,9.1,49,313,512,10.5,Tranquil Boots,12.0,Magic Wand,16.0,Bracer,22.0,Ghost Scepter,36.0,Aether Lens,50.0,,
30,Team Secret,1,Secret.Nisha,Sven,Safe Lane,12,4,10,29.4,525,625,617,27.4,Power Treads,6.0,Echo Sabre,11.0,Black King Bar,17.0,Blink Dagger,20.0,Assault Cuirass,27.0,Bloodthorn,46.0
30,Team Secret,1,Secret.YapzOr,Tiny,Roaming,7,7,19,16.4,153,370,529,18.5,Soul Ring,5.0,Tranquil Boots,9.0,Blink Dagger,22.0,Echo Sabre,33.0,Crystalys,42.0,Black King Bar,49.0
30,Team Secret,1,Secret.zai,Pangolier,Off Lane,6,4,18,22.5,311,492,588,26.7,Guardian Greaves,22.0,Blink Dagger,29.0,Maelstrom,36.0,Aghanim's Scepter,43.0,Gem of True Sight,44.0,Skull Basher,50.0
30,Team Secret,1,Secret.MidOne,Arc Warden,Mid Lane,7,3,13,43.0,572,859,589,46.3,Boots of Travel,19.0,Mjollnir,23.0,Black King Bar,28.0,Hurricane Pike,34.0,Daedalus,38.0,Scythe of Vyse,45.0
31,Team Secret,1,Secret.Puppey,Lion,Safe Lane,11,4,17,8.8,28,398,476,12.1,Sentry Ward,6.0,Tranquil Boots,6.0,Magic Wand,11.0,Wind Lace,12.0,Ghost Scepter,19.0,Aether Lens,27.0
31,Team Secret,1,Secret.YapzOr,Earthshaker,Roaming,1,2,25,10.1,37,313,502,11.4,Soul Ring,5.0,Smoke of Deceit,8.0,Tranquil Boots,12.0,Blink Dagger,21.0,Aghanim's Scepter,33.0,Observer and Sentry Wards,35.0
31,Team Secret,1,Secret.zai,Pudge,Safe Lane,7,3,21,18.2,188,539,704,19.4,Quelling Blade,1.0,Phase Boots,7.0,Magic Wand,7.0,Pipe of Insight,16.0,Guardian Greaves,24.0,Shiva's Guard,32.0
31,Team Secret,1,Secret.Nisha,Spectre,Off Lane,10,1,20,23.7,365,707,793,39.4,Soul Ring,5.0,Power Treads,10.0,Radiance,19.0,Manta Style,25.0,Butterfly,30.0,Heart of Tarrasque,34.0
31,Team Secret,1,Secret.MidOne,Templar Assassin,Mid Lane,9,2,12,22.5,322,680,688,25.4,Power Treads,7.0,Desolator,12.0,Blink Dagger,16.0,Black King Bar,22.0,Butterfly,28.0,,
32,Team Secret,0,Secret.Puppey,Disruptor,Jungle,3,8,18,4.2,52,234,361,9.2,Observer and Sentry Wards,6.0,Bracer,14.0,Magic Wand,15.0,Bracer,17.0,Tranquil Boots,23.0,Cloak,31.0
32,Team Secret,0,Secret.Nisha,Juggernaut,Safe Lane,6,6,10,19.4,417,562,568,13.5,Wraith Band,4.0,Phase Boots,8.0,Battle Fury,17.0,Manta Style,26.0,Mjollnir,34.0,Mithril Hammer,41.0
32,Team Secret,0,Secret.YapzOr,Earthshaker,Jungle,3,5,17,7.0,61,221,364,9.1,Soul Ring,4.0,Tranquil Boots,6.0,Smoke of Deceit,8.0,Blink Dagger,16.0,Platemail,26.0,,
32,Team Secret,0,Secret.zai,Pangolier,Off Lane,5,7,16,16.4,259,479,558,28.2,Boots of Speed,4.0,Maelstrom,15.0,Magic Wand,17.0,Aghanim's Scepter,23.0,Diffusal Blade,30.0,Battle Fury,37.0
32,Team Secret,0,Secret.MidOne,Silencer,Mid Lane,11,6,12,17.9,223,508,445,27.1,Drum of Endurance,10.0,Phase Boots,13.0,Magic Wand,14.0,Scythe of Vyse,22.0,Black King Bar,28.0,Aghanim's Scepter,38.0
33,Team Secret,0,Secret.Puppey,Jakiro,Safe Lane,2,8,12,6.1,89,282,324,15.1,Observer and Sentry Wards,0.0,Magic Stick,3.0,Tranquil Boots,14.0,Eul's Scepter of Divinity,26.0,Ghost Scepter,35.0,,
33,Team Secret,0,Secret.YapzOr,Crystal Maiden,Roaming,2,4,12,9.0,95,308,377,22.7,Tranquil Boots,6.0,Magic Wand,9.0,Blink Dagger,19.0,Black King Bar,29.0,Observer and Sentry Wards,31.0,,
33,Team Secret,0,Secret.Nisha,Ursa,Safe Lane,7,8,4,12.9,231,454,394,16.4,Quelling Blade,0.0,Magic Wand,5.0,Phase Boots,8.0,Hand of Midas,14.0,Black King Bar,21.0,Skull Basher,25.0
33,Team Secret,0,Secret.zai,Mars,Off Lane,3,6,10,9.3,154,342,373,17.4,Phase Boots,5.0,Magic Wand,12.0,Drum of Endurance,14.0,Vladmir's Offering,16.0,Blink Dagger,22.0,Ogre Axe,26.0
33,Team Secret,0,Secret.MidOne,Invoker,Mid Lane,3,4,11,14.8,235,436,483,23.8,Magic Wand,5.0,Phase Boots,10.0,Urn of Shadows,13.0,Maelstrom,17.0,Force Staff,22.0,Aghanim's Scepter,27.0
34,Team Secret,0,Secret.Puppey,Warlock,Safe Lane,1,10,7,4.5,50,227,275,7.3,Observer and Sentry Wards,0.0,Boots of Speed,9.0,Smoke of Deceit,9.0,Magic Wand,12.0,Medallion of Courage,20.0,Ghost Scepter,23.0
34,Team Secret,0,Secret.YapzOr,Rubick,Roaming,5,3,13,9.6,83,282,447,14.9,Arcane Boots,4.0,Magic Wand,7.0,Sentry Ward,13.0,Force Staff,18.0,Aghanim's Scepter,32.0,,
34,Team Secret,0,Secret.Nisha,Morphling,Off Lane,7,3,7,20.3,351,541,561,17.2,Wraith Band,3.0,Power Treads,11.0,Manta Style,17.0,Ethereal Blade,25.0,Ultimate Orb,27.0,Black King Bar,35.0
34,Team Secret,0,Secret.zai,Earth Spirit,Safe Lane,2,10,12,9.2,112,294,375,16.0,Magic Stick,4.0,Urn of Shadows,8.0,Phase Boots,11.0,Blade Mail,17.0,Dust of Appearance,24.0,Black King Bar,38.0
34,Team Secret,0,Secret.MidOne,Templar Assassin,Mid Lane,7,6,5,18.6,352,569,516,21.4,Power Treads,8.0,Desolator,15.0,Black King Bar,18.0,Blink Dagger,22.0,Nullifier,31.0,Crystalys,38.0
35,Team Secret,1,Secret.Puppey,Lion,Safe Lane,2,6,12,4.4,22,298,393,7.2,Wind Lace,14.0,Tranquil Boots,15.0,Magic Wand,17.0,Ghost Scepter,24.0,,,,
35,Team Secret,1,Secret.YapzOr,Enigma,Off Lane,2,4,15,11.2,132,467,483,8.9,Helm of the Dominator,7.0,Guardian Greaves,20.0,Blink Dagger,24.0,Sentry Ward,24.0,,,,
35,Team Secret,1,Secret.Nisha,Morphling,Safe Lane,9,1,10,15.6,204,635,690,17.9,Wraith Band,3.0,Wraith Band,5.0,Magic Wand,5.0,Power Treads,8.0,Manta Style,16.0,Ethereal Blade,22.0
35,Team Secret,1,Secret.zai,Bounty Hunter,Off Lane,6,5,12,10.5,34,495,549,13.1,Phase Boots,13.0,Magic Wand,15.0,Drum of Endurance,17.0,Vladmir's Offering,18.0,Medallion of Courage,23.0,Desolator,25.0
35,Team Secret,1,Secret.MidOne,Troll Warlord,Mid Lane,7,5,9,10.6,145,489,538,15.3,Wraith Band,1.0,Wraith Band,4.0,Wraith Band,4.0,Phase Boots,9.0,Yasha,15.0,Black King Bar,24.0
36,Team Secret,1,Secret.Puppey,Lion,Safe Lane,6,3,15,5.5,50,374,465,8.2,Observer Ward,0.0,Wind Lace,5.0,Tranquil Boots,5.0,Magic Wand,9.0,Bracer,14.0,Aether Lens,23.0
36,Team Secret,1,Secret.YapzOr,Rubick,Roaming,14,2,12,8.6,48,407,469,8.3,Arcane Boots,5.0,Smoke of Deceit,6.0,Magic Wand,9.0,Blink Dagger,15.0,Force Staff,20.0,Point Booster,23.0
36,Team Secret,1,Secret.Nisha,Sven,Safe Lane,8,1,15,13.5,186,607,596,13.4,Quelling Blade,1.0,Hand of Midas,8.0,Power Treads,9.0,Blink Dagger,14.0,Black King Bar,21.0,Crystalys,23.0
36,Team Secret,1,Secret.zai,Earth Spirit,Off Lane,3,1,21,8.9,90,384,497,14.1,Quelling Blade,1.0,Magic Stick,6.0,Phase Boots,11.0,Spirit Vessel,17.0,Veil of Discord,20.0,,
36,Team Secret,1,Secret.MidOne,Templar Assassin,Mid Lane,5,2,14,13.2,200,585,625,16.2,Wraith Band,1.0,Wraith Band,5.0,Power Treads,8.0,Desolator,13.0,Blink Dagger,17.0,Hurricane Pike,23.0
37,Team Secret,1,Secret.Puppey,Lion,Safe Lane,4,7,13,5.0,38,315,390,8.9,Observer Ward,0.0,Wind Lace,2.0,Magic Wand,14.0,Tranquil Boots,14.0,Shadow Amulet,22.0,,
37,Team Secret,1,Secret.zai,Dark Seer,Off Lane,2,5,16,13.3,193,472,454,11.9,Soul Ring,2.0,Magic Stick,6.0,Helm of the Dominator,10.0,Pipe of Insight,22.0,Guardian Greaves,29.0,,
37,Team Secret,1,Secret.Nisha,Sven,Safe Lane,6,2,10,16.7,237,584,561,16.0,Power Treads,6.0,Hand of Midas,11.0,Echo Sabre,15.0,Black King Bar,21.0,Blink Dagger,25.0,Desolator,31.0
37,Team Secret,1,Secret.YapzOr,Pudge,Off Lane,5,5,12,8.4,53,322,452,15.1,Tranquil Boots,7.0,Magic Wand,10.0,Sentry Ward,21.0,Spirit Vessel,21.0,Hood of Defiance,28.0,,
37,Team Secret,1,Secret.MidOne,Templar Assassin,Mid Lane,7,1,10,18.7,301,640,648,22.3,Power Treads,9.0,Desolator,13.0,Blink Dagger,16.0,Black King Bar,21.0,Crystalys,24.0,Orchid Malevolence,31.0
38,Team Secret,0,Secret.Puppey,Vengeful Spirit,Safe Lane,4,8,12,5.6,99,301,413,9.9,Magic Wand,11.0,Bracer,14.0,Bracer,23.0,Smoke of Deceit,24.0,Vladmir's Offering,31.0,Phase Boots,35.0
38,Team Secret,0,Secret.YapzOr,Earthshaker,Roaming,2,3,13,6.5,60,250,419,10.8,Soul Ring,2.0,Tranquil Boots,7.0,Blink Dagger,15.0,Sentry Ward,17.0,Platemail,27.0,Void Stone,27.0
38,Team Secret,0,Secret.Nisha,Drow Ranger,Safe Lane,5,5,7,17.2,296,496,471,14.8,Wraith Band,2.0,Wraith Band,5.0,Wraith Band,6.0,Power Treads,12.0,Hurricane Pike,19.0,Ethereal Blade,33.0
38,Team Secret,0,Secret.zai,Enigma,Off Lane,2,5,9,17.3,265,512,479,20.2,Magic Stick,9.0,Blink Dagger,20.0,Guardian Greaves,26.0,Black King Bar,31.0,Refresher Orb,37.0,,
38,Team Secret,0,Secret.MidOne,Huskar,Mid Lane,4,7,6,12.2,203,410,409,14.9,Bracer,2.0,Wraith Band,4.0,Armlet of Mordiggian,9.0,Heaven's Halberd,22.0,Phase Boots,23.0,Force Staff,34.0
39,Team Secret,1,Secret.Puppey,Oracle,Safe Lane,5,3,16,6.7,42,349,544,11.3,Observer Ward,0.0,Wind Lace,11.0,Tranquil Boots,13.0,Urn of Shadows,18.0,Magic Wand,22.0,Platemail,30.0
39,Team Secret,1,Secret.Nisha,Naga Siren,Mid Lane,7,1,12,25.4,458,755,621,20.0,Power Treads,8.0,Manta Style,15.0,Diffusal Blade,19.0,Butterfly,25.0,Heart of Tarrasque,29.0,Orchid Malevolence,36.0
39,Team Secret,1,Secret.YapzOr,Rubick,Mid Lane,5,2,14,13.2,133,402,492,14.0,Magic Wand,10.0,Force Staff,15.0,Aghanim's Scepter,25.0,Lotus Orb,33.0,,,,
39,Team Secret,1,Secret.zai,Centaur Warrunner,Safe Lane,2,3,17,12.3,157,371,463,11.1,Quelling Blade,0.0,Magic Stick,1.0,Phase Boots,8.0,Blink Dagger,14.0,Lotus Orb,30.0,Pipe of Insight,33.0
39,Team Secret,1,Secret.MidOne,Monkey King,Off Lane,9,2,13,16.5,197,502,595,27.4,Magic Wand,5.0,Phase Boots,8.0,Echo Sabre,17.0,Maelstrom,22.0,Black King Bar,29.0,Ultimate Orb,33.0
40,Team Secret,1,Secret.Puppey,Nature's Prophet,Jungle,2,9,19,55.0,1.2k,790,431,36.1,Lotus Orb,19.0,Ethereal Blade,55.0,Aghanim's Scepter,60.0,Linken's Sphere,69.0,Scythe of Vyse,77.0,Bloodthorn,87.0
40,Team Secret,1,Secret.zai,Pangolier,Safe Lane,-,7,13,39.5,782,563,433,19.9,Blink Dagger,25.0,Octarine Core,67.0,Eye of Skadi,73.0,Gem of True Sight,82.0,Abyssal Blade,91.0,,
40,Team Secret,1,Secret.Nisha,Medusa,Mid Lane,4,7,15,69.7,1.5k,897,708,40.8,Eye of Skadi,30.0,Butterfly,39.0,Satanic,45.0,Daedalus,58.0,Divine Rapier,78.0,Divine Rapier,93.0
40,Team Secret,1,Secret.YapzOr,Lion,Off Lane,7,5,13,37.9,207,454,475,32.3,Blink Dagger,31.0,Aghanim's Scepter,43.0,Ethereal Blade,64.0,Silver Edge,74.0,Boots of Travel,84.0,,
40,Team Secret,1,Secret.MidOne,Drow Ranger,Off Lane,14,5,6,50.5,725,606,593,45.4,Hurricane Pike,19.0,Butterfly,32.0,Satanic,48.0,Daedalus,62.0,Silver Edge,84.0,Black King Bar,96.0
41,Team Secret,1,Secret.Puppey,Nature's Prophet,Off Lane,1,2,16,14.2,259,494,399,14.5,Magic Wand,5.0,Urn of Shadows,10.0,Boots of Speed,10.0,Necronomicon,16.0,Lotus Orb,26.0,,
41,Team Secret,1,Secret.YapzOr,Earthshaker,Safe Lane,3,1,17,11.1,110,344,485,12.0,Soul Ring,6.0,Tranquil Boots,9.0,Smoke of Deceit,10.0,Aghanim's Scepter,23.0,Lotus Orb,33.0,,
41,Team Secret,1,Secret.Nisha,Arc Warden,Mid Lane,13,0,3,26.3,377,794,817,47.1,Mjollnir,18.0,Boots of Travel,21.0,Butterfly,26.0,Aegis of the Immortal,30.0,Daedalus,31.0,Morbid Mask,32.0
41,Team Secret,1,Secret.zai,Winter Wyvern,Safe Lane,3,3,12,13.8,150,441,431,14.5,Magic Wand,7.0,Aether Lens,12.0,Glimmer Cape,17.0,Guardian Greaves,29.0,Dust of Appearance,30.0,Pipe of Insight,33.0
41,Team Secret,1,Secret.MidOne,Monkey King,Off Lane,5,6,12,13.3,213,444,552,19.5,Magic Wand,5.0,Phase Boots,7.0,Wraith Band,9.0,Echo Sabre,16.0,Maelstrom,25.0,Black King Bar,32.0
42,Team Secret,1,Secret.Puppey,Abaddon,Roaming,1,5,18,4.8,22,278,411,3.3,Sentry Ward,0.0,Tranquil Boots,10.0,Magic Wand,13.0,Wind Lace,17.0,Medallion of Courage,19.0,,
42,Team Secret,1,Secret.YapzOr,Rubick,Roaming,3,1,12,9.2,55,324,382,6.7,Arcane Boots,6.0,Magic Wand,8.0,Blink Dagger,15.0,Point Booster,19.0,Ogre Axe,20.0,Ghost Scepter,25.0
42,Team Secret,1,Secret.Nisha,Sven,Off Lane,7,0,10,18.7,266,640,635,14.4,Power Treads,4.0,Echo Sabre,10.0,Aegis of the Immortal,14.0,Sange and Yasha,17.0,Satanic,23.0,Blink Dagger,27.0
42,Team Secret,1,Secret.zai,Pangolier,Safe Lane,7,3,11,10.5,105,419,385,13.0,Javelin,4.0,Boots of Speed,7.0,Bottle,10.0,Blink Dagger,16.0,Magic Wand,17.0,Lotus Orb,25.0
42,Team Secret,1,Secret.MidOne,Templar Assassin,Mid Lane,6,4,7,15.8,199,567,468,11.9,Power Treads,9.0,Desolator,14.0,Blink Dagger,16.0,Black King Bar,22.0,Force Staff,25.0,,
43,Team Secret,1,Secret.Puppey,Lion,Off Lane,5,7,18,6.0,18,329,440,11.3,Tranquil Boots,16.0,Magic Wand,18.0,Glimmer Cape,29.0,Bracer,34.0,Drum of Endurance,36.0,,
43,Team Secret,1,Secret.Nisha,Troll Warlord,Off Lane,9,2,11,20.5,290,623,737,22.2,Power Treads,5.0,Diffusal Blade,14.0,Sange and Yasha,22.0,Satanic,30.0,Black King Bar,33.0,Bottle,34.0
43,Team Secret,1,Secret.YapzOr,Enigma,Roaming,4,5,16,15.3,232,511,445,12.1,Helm of the Dominator,6.0,Arcane Boots,11.0,Black King Bar,21.0,Blink Dagger,28.0,Linken's Sphere,35.0,,
43,Team Secret,1,Secret.zai,Doom,Safe Lane,4,4,19,17.8,150,576,618,24.7,Phase Boots,6.0,Drum of Endurance,11.0,Black King Bar,19.0,Blink Dagger,22.0,Platemail,28.0,Lotus Orb,32.0
43,Team Secret,1,Secret.MidOne,Templar Assassin,Mid Lane,14,2,10,22.1,339,690,823,34.8,Power Treads,9.0,Desolator,14.0,Blink Dagger,18.0,Black King Bar,24.0,Hurricane Pike,30.0,Crystalys,33.0
44,Team Secret,1,Secret.Puppey,Nature's Prophet,Safe Lane,4,4,19,15.1,211,454,502,25.8,Magic Wand,10.0,Urn of Shadows,10.0,Boots of Speed,13.0,Medallion of Courage,19.0,Ethereal Blade,30.0,Force Staff,42.0
44,Team Secret,1,Secret.Nisha,Sven,Safe Lane,8,4,13,28.0,442,622,739,20.4,Power Treads,5.0,Echo Sabre,13.0,Black King Bar,20.0,Daedalus,32.0,Assault Cuirass,38.0,,
44,Team Secret,1,Secret.YapzOr,Zeus,Off Lane,7,4,22,14.8,145,382,598,46.1,Arcane Boots,5.0,Aghanim's Scepter,23.0,Smoke of Deceit,24.0,Eul's Scepter of Divinity,33.0,Blink Dagger,40.0,,
44,Team Secret,1,Secret.zai,Sand King,Off Lane,9,5,16,15.2,188,444,585,20.7,Veil of Discord,11.0,Blink Dagger,15.0,Boots of Travel,20.0,Eul's Scepter of Divinity,32.0,Ghost Scepter,37.0,Force Staff,42.0
44,Team Secret,1,Secret.MidOne,Arc Warden,Mid Lane,9,1,14,35.1,443,788,647,59.1,Hand of Midas,9.0,Ethereal Blade,21.0,Boots of Travel,23.0,Hurricane Pike,29.0,Mjollnir,31.0,Scythe of Vyse,36.0
45,Team Secret,0,Secret.Puppey,Ancient Apparition,Off Lane,3,8,12,1.9,18,176,219,9.0,Observer and Sentry Wards,7.0,Magic Wand,7.0,Tranquil Boots,27.0,,,,,,
45,Team Secret,0,Secret.YapzOr,Tidehunter,Off Lane,4,8,10,6.7,49,247,344,9.8,Magic Wand,4.0,Vladmir's Offering,12.0,Tranquil Boots,15.0,Blink Dagger,24.0,Cloak,26.0,Sentry Ward,28.0
45,Team Secret,0,Secret.Nisha,Arc Warden,Off Lane,3,3,11,16.3,244,519,421,32.1,Magic Stick,0.0,Wraith Band,3.0,Hand of Midas,10.0,Mjollnir,22.0,Boots of Travel,23.0,Hurricane Pike,31.0
45,Team Secret,0,Secret.zai,Sand King,Safe Lane,7,10,4,9.8,181,408,478,23.4,Magic Stick,1.0,Tranquil Boots,7.0,Blink Dagger,16.0,Eul's Scepter of Divinity,24.0,Veil of Discord,29.0,,
45,Team Secret,0,Secret.MidOne,Outworld Devourer,Mid Lane,1,10,6,8.6,153,356,375,9.9,Null Talisman,2.0,Tranquil Boots,5.0,Magic Wand,8.0,Null Talisman,8.0,Hand of Midas,14.0,Mystic Staff,31.0
46,Team Secret,1,Secret.Puppey,Abaddon,Off Lane,1,9,16,5.8,30,274,533,5.0,Sentry Ward,0.0,Tranquil Boots,14.0,Magic Wand,17.0,Glimmer Cape,31.0,Gem of True Sight,40.0,,
46,Team Secret,1,Secret.Nisha,Phantom Assassin,Mid Lane,7,4,15,23.7,440,604,656,28.6,Phase Boots,8.0,Battle Fury,17.0,Desolator,23.0,Black King Bar,28.0,Satanic,34.0,Boots of Travel,43.0
46,Team Secret,1,Secret.YapzOr,Lion,Roaming,5,4,19,13.2,43,355,503,15.4,Tranquil Boots,5.0,Magic Wand,8.0,Blink Dagger,17.0,Aghanim's Scepter,32.0,Glimmer Cape,37.0,Vitality Booster,40.0
46,Team Secret,1,Secret.zai,Leshrac,Off Lane,8,9,14,16.0,205,465,539,29.6,Bottle,3.0,Spirit Vessel,14.0,Eul's Scepter of Divinity,25.0,Blink Dagger,29.0,Black King Bar,40.0,Boots of Travel,43.0
46,Team Secret,1,Secret.MidOne,Monkey King,Safe Lane,13,7,13,24.2,286,594,642,24.8,Magic Wand,2.0,Phase Boots,9.0,Echo Sabre,16.0,Maelstrom,22.0,Black King Bar,26.0,Assault Cuirass,36.0
47,Team Secret,0,Secret.Puppey,Silencer,Off Lane,1,6,7,3.4,27,233,252,13.4,Magic Stick,3.0,Bracer,12.0,Tranquil Boots,16.0,Wind Lace,17.0,Smoke of Deceit,21.0,,
47,Team Secret,0,Secret.Nisha,Wraith King,Off Lane,2,5,4,11.2,239,459,382,14.8,Quelling Blade,0.0,Magic Stick,1.0,Power Treads,6.0,Radiance,18.0,Blade Mail,24.0,Mithril Hammer,28.0
47,Team Secret,0,Secret.YapzOr,Nyx Assassin,Off Lane,1,4,5,5.4,20,222,261,6.5,Boots of Speed,1.0,Magic Wand,9.0,Eul's Scepter of Divinity,23.0,Vitality Booster,26.0,Sentry Ward,27.0,,
47,Team Secret,0,Secret.zai,Ursa,Safe Lane,2,9,3,9.0,131,371,398,7.3,Quelling Blade,0.0,Magic Stick,7.0,Wind Lace,11.0,Phase Boots,11.0,Blink Dagger,17.0,Black King Bar,26.0
47,Team Secret,0,Secret.MidOne,Pangolier,Mid Lane,5,5,4,13.0,204,493,505,15.1,Bottle,2.0,Boots of Speed,3.0,Magic Wand,6.0,Maelstrom,14.0,Lotus Orb,20.0,Skull Basher,25.0
